fecha,cod_ine,municipio,confirmados
2020-06-27,60101,Tarija,75
2020-06-27,60303,Villa Montes,1
2020-06-27,60501,San Lorenzo,4
2020-06-27,60502,El Puente,2
2020-06-28,60101,Tarija,11
2020-06-28,60301,Yacuiba,10
2020-06-28,60303,Villa Montes,2
2020-06-29,60101,Tarija,48
2020-06-29,60202,Bermejo,2
2020-06-29,60301,Yacuiba,2
2020-06-29,60303,Villa Montes,2
2020-06-29,60401,Uriondo,2
2020-06-29,60501,San Lorenzo,2
2020-06-29,60502,El Puente,1
2020-06-30,60101,Tarija,44
2020-06-30,60301,Yacuiba,7
2020-06-30,60302,Caraparí,1
2020-06-30,60303,Villa Montes,3
2020-06-30,60501,San Lorenzo,1
2020-07-01,60101,Tarija,41
2020-07-01,60201,Padcaya,1
2020-07-01,60202,Bermejo,1
2020-07-01,60301,Yacuiba,9
2020-07-01,60401,Uriondo,4
2020-07-01,60601,Entre Ríos,1
2020-07-02,60101,Tarija,29
2020-07-02,60202,Bermejo,1
2020-07-02,60301,Yacuiba,7
2020-07-02,60302,Caraparí,1
2020-07-02,60303,Villa Montes,4
2020-07-02,60401,Uriondo,5
2020-07-02,60501,San Lorenzo,7
2020-07-02,60502,El Puente,1
2020-07-03,60101,Tarija,44
2020-07-03,60202,Bermejo,1
2020-07-03,60301,Yacuiba,12
2020-07-03,60401,Uriondo,9
2020-07-04,60101,Tarija,64
2020-07-04,60301,Yacuiba,8
2020-07-04,60302,Caraparí,2
2020-07-04,60303,Villa Montes,1
2020-07-04,60401,Uriondo,9
2020-07-04,60501,San Lorenzo,2
2020-07-05,60101,Tarija,43
2020-07-05,60202,Bermejo,3
2020-07-05,60301,Yacuiba,9
2020-07-06,60101,Tarija,33
2020-07-06,60202,Bermejo,3
2020-07-06,60301,Yacuiba,27
2020-07-06,60501,San Lorenzo,5
2020-07-07,60301,Yacuiba,10
2020-07-07,60302,Caraparí,12
2020-07-07,60303,Villa Montes,2
2020-07-07,60401,Uriondo,3
2020-07-07,60502,El Puente,3
2020-07-08,60101,Tarija,114
2020-07-08,60202,Bermejo,6
2020-07-08,60301,Yacuiba,2
2020-07-08,60401,Uriondo,16
2020-07-08,60501,San Lorenzo,6
2020-07-08,60601,Entre Ríos,1
2020-07-09,60101,Tarija,47
2020-07-09,60202,Bermejo,6
2020-07-09,60301,Yacuiba,1
2020-07-09,60302,Caraparí,2
2020-07-09,60303,Villa Montes,6
2020-07-09,60401,Uriondo,8
2020-07-10,60101,Tarija,94
2020-07-10,60201,Padcaya,7
2020-07-10,60202,Bermejo,4
2020-07-10,60301,Yacuiba,34
2020-07-10,60302,Caraparí,7
2020-07-10,60303,Villa Montes,8
2020-07-10,60401,Uriondo,2
2020-07-10,60501,San Lorenzo,12
2020-07-10,60502,El Puente,2
2020-07-11,60101,Tarija,27
2020-07-11,60202,Bermejo,7
2020-07-11,60301,Yacuiba,9
2020-07-11,60303,Villa Montes,4
2020-07-13,60101,Tarija,24
2020-07-13,60202,Bermejo,1
2020-07-13,60301,Yacuiba,3
2020-07-13,60302,Caraparí,1
2020-07-13,60401,Uriondo,1
2020-07-13,60502,El Puente,2
2020-07-14,60101,Tarija,95
2020-07-14,60302,Caraparí,9
2020-07-14,60303,Villa Montes,7
2020-07-14,60401,Uriondo,2
2020-07-14,60402,Yunchará,1
2020-07-14,60501,San Lorenzo,9
2020-07-14,60601,Entre Ríos,4
2020-07-15,60101,Tarija,18
2020-07-15,60202,Bermejo,1
2020-07-15,60301,Yacuiba,9
2020-07-15,60302,Caraparí,1
2020-07-15,60303,Villa Montes,53
2020-07-15,60402,Yunchará,1
2020-07-16,60101,Tarija,65
2020-07-16,60202,Bermejo,6
2020-07-16,60301,Yacuiba,8
2020-07-16,60303,Villa Montes,4
2020-07-16,60501,San Lorenzo,1
2020-07-16,60502,El Puente,6
2020-07-16,60601,Entre Ríos,40
2020-07-17,60101,Tarija,115
2020-07-17,60201,Padcaya,4
2020-07-17,60202,Bermejo,6
2020-07-17,60302,Caraparí,1
2020-07-17,60303,Villa Montes,9
2020-07-17,60401,Uriondo,7
2020-07-17,60501,San Lorenzo,13
2020-07-18,60101,Tarija,232
2020-07-18,60201,Padcaya,1
2020-07-18,60202,Bermejo,22
2020-07-18,60301,Yacuiba,13
2020-07-18,60302,Caraparí,6
2020-07-18,60303,Villa Montes,2
2020-07-18,60401,Uriondo,14
2020-07-18,60501,San Lorenzo,18
2020-07-18,60502,El Puente,10
2020-07-18,60601,Entre Ríos,1
2020-07-19,60101,Tarija,59
2020-07-19,60202,Bermejo,11
2020-07-19,60301,Yacuiba,11
2020-07-19,60302,Caraparí,7
2020-07-19,60401,Uriondo,35
2020-07-19,60501,San Lorenzo,2
2020-07-19,60502,El Puente,3
2020-07-19,60601,Entre Ríos,8
2020-07-20,60101,Tarija,47
2020-07-20,60202,Bermejo,10
2020-07-20,60301,Yacuiba,17
2020-07-20,60303,Villa Montes,2
2020-07-20,60402,Yunchará,1
2020-07-20,60502,El Puente,1
2020-07-21,60101,Tarija,21
2020-07-21,60301,Yacuiba,1
2020-07-22,60101,Tarija,4
2020-07-22,60502,El Puente,1
2020-07-23,60303,Villa Montes,6
2020-07-24,60101,Tarija,11
2020-07-24,60201,Padcaya,6
2020-07-24,60202,Bermejo,6
2020-07-24,60301,Yacuiba,18
2020-07-24,60401,Uriondo,2
2020-07-24,60501,San Lorenzo,8
2020-07-25,60101,Tarija,115
2020-07-25,60201,Padcaya,4
2020-07-25,60202,Bermejo,3
2020-07-25,60301,Yacuiba,35
2020-07-25,60302,Caraparí,11
2020-07-25,60303,Villa Montes,2
2020-07-25,60401,Uriondo,1
2020-07-25,60501,San Lorenzo,7
2020-07-25,60502,El Puente,1
2020-07-25,60601,Entre Ríos,1
2020-07-26,60101,Tarija,137
2020-07-26,60201,Padcaya,8
2020-07-26,60202,Bermejo,11
2020-07-26,60301,Yacuiba,41
2020-07-26,60302,Caraparí,3
2020-07-26,60303,Villa Montes,8
2020-07-26,60402,Yunchará,2
2020-07-26,60501,San Lorenzo,15
2020-07-27,60101,Tarija,95
2020-07-27,60202,Bermejo,12
2020-07-27,60301,Yacuiba,24
2020-07-27,60302,Caraparí,8
2020-07-27,60402,Yunchará,1
2020-07-27,60501,San Lorenzo,2
2020-07-27,60601,Entre Ríos,2
2020-07-28,60101,Tarija,144
2020-07-28,60202,Bermejo,5
2020-07-28,60301,Yacuiba,44
2020-07-29,60101,Tarija,120
2020-07-29,60301,Yacuiba,23
2020-07-29,60302,Caraparí,5
2020-07-29,60303,Villa Montes,5
2020-07-29,60501,San Lorenzo,8
2020-07-30,60101,Tarija,131
2020-07-30,60201,Padcaya,4
2020-07-30,60202,Bermejo,14
2020-07-30,60301,Yacuiba,42
2020-07-30,60302,Caraparí,10
2020-07-30,60303,Villa Montes,7
2020-07-30,60501,San Lorenzo,19
2020-07-30,60601,Entre Ríos,4
2020-07-31,60101,Tarija,111
2020-07-31,60201,Padcaya,6
2020-07-31,60301,Yacuiba,12
2020-07-31,60501,San Lorenzo,21
2020-08-01,60101,Tarija,93
2020-08-01,60201,Padcaya,4
2020-08-01,60301,Yacuiba,4
2020-08-01,60303,Villa Montes,10
2020-08-01,60501,San Lorenzo,5
2020-08-02,60101,Tarija,148
2020-08-02,60201,Padcaya,1
2020-08-02,60202,Bermejo,6
2020-08-02,60301,Yacuiba,50
2020-08-02,60302,Caraparí,21
2020-08-02,60303,Villa Montes,2
2020-08-02,60601,Entre Ríos,2
2020-08-03,60101,Tarija,35
2020-08-03,60202,Bermejo,4
2020-08-03,60301,Yacuiba,85
2020-08-03,60402,Yunchará,1
2020-08-04,60101,Tarija,96
2020-08-04,60301,Yacuiba,1
2020-08-04,60303,Villa Montes,3
2020-08-04,60401,Uriondo,3
2020-08-04,60501,San Lorenzo,4
2020-08-05,60101,Tarija,61
2020-08-05,60201,Padcaya,1
2020-08-05,60301,Yacuiba,2
2020-08-05,60302,Caraparí,1
2020-08-05,60303,Villa Montes,3
2020-08-05,60501,San Lorenzo,11
2020-08-05,60502,El Puente,1
2020-08-06,60101,Tarija,24
2020-08-07,60101,Tarija,9
2020-08-07,60301,Yacuiba,7
2020-08-07,60303,Villa Montes,1
2020-08-08,60303,Villa Montes,1
2020-08-10,60101,Tarija,106
2020-08-10,60202,Bermejo,5
2020-08-10,60301,Yacuiba,21
2020-08-10,60303,Villa Montes,1
2020-08-10,60401,Uriondo,1
2020-08-10,60501,San Lorenzo,16
2020-08-11,60101,Tarija,86
2020-08-11,60201,Padcaya,6
2020-08-11,60202,Bermejo,4
2020-08-11,60301,Yacuiba,34
2020-08-11,60302,Caraparí,1
2020-08-11,60303,Villa Montes,13
2020-08-11,60501,San Lorenzo,19
2020-08-12,60101,Tarija,131
2020-08-12,60202,Bermejo,7
2020-08-12,60301,Yacuiba,56
2020-08-12,60303,Villa Montes,1
2020-08-12,60401,Uriondo,2
2020-08-12,60601,Entre Ríos,1
2020-08-13,60101,Tarija,107
2020-08-13,60202,Bermejo,7
2020-08-13,60301,Yacuiba,33
2020-08-13,60302,Caraparí,6
2020-08-13,60303,Villa Montes,22
2020-08-13,60501,San Lorenzo,12
2020-08-13,60502,El Puente,8
2020-08-14,60101,Tarija,146
2020-08-14,60202,Bermejo,2
2020-08-14,60301,Yacuiba,24
2020-08-14,60302,Caraparí,2
2020-08-14,60303,Villa Montes,1
2020-08-14,60501,San Lorenzo,25
2020-08-14,60502,El Puente,4
2020-08-15,60101,Tarija,38
2020-08-15,60201,Padcaya,1
2020-08-15,60301,Yacuiba,9
2020-08-15,60303,Villa Montes,7
2020-08-15,60501,San Lorenzo,1
2020-08-16,60101,Tarija,30
2020-08-16,60301,Yacuiba,13
2020-08-16,60303,Villa Montes,2
2020-08-16,60501,San Lorenzo,2
2020-08-16,60502,El Puente,3
2020-08-16,60601,Entre Ríos,2
2020-08-17,60101,Tarija,24
2020-08-17,60201,Padcaya,1
2020-08-17,60202,Bermejo,5
2020-08-17,60301,Yacuiba,53
2020-08-17,60302,Caraparí,3
2020-08-17,60303,Villa Montes,18
2020-08-18,60101,Tarija,194
2020-08-18,60201,Padcaya,5
2020-08-18,60301,Yacuiba,43
2020-08-18,60302,Caraparí,5
2020-08-18,60303,Villa Montes,5
2020-08-18,60401,Uriondo,1
2020-08-18,60501,San Lorenzo,4
2020-08-18,60502,El Puente,3
2020-08-18,60601,Entre Ríos,1
2020-08-19,60101,Tarija,187
2020-08-19,60301,Yacuiba,75
2020-08-19,60302,Caraparí,5
2020-08-19,60303,Villa Montes,30
2020-08-19,60501,San Lorenzo,6
2020-08-19,60502,El Puente,2
2020-08-20,60101,Tarija,95
2020-08-20,60201,Padcaya,16
2020-08-20,60202,Bermejo,4
2020-08-20,60301,Yacuiba,58
2020-08-20,60302,Caraparí,3
2020-08-20,60303,Villa Montes,7
2020-08-20,60501,San Lorenzo,4
2020-08-20,60502,El Puente,1
2020-08-20,60601,Entre Ríos,2
2020-08-21,60101,Tarija,174
2020-08-21,60201,Padcaya,2
2020-08-21,60202,Bermejo,6
2020-08-21,60301,Yacuiba,61
2020-08-21,60302,Caraparí,4
2020-08-21,60303,Villa Montes,22
2020-08-21,60501,San Lorenzo,4
2020-08-21,60502,El Puente,3
2020-08-21,60601,Entre Ríos,1
2020-08-22,60101,Tarija,103
2020-08-22,60301,Yacuiba,6
2020-08-22,60302,Caraparí,1
2020-08-22,60303,Villa Montes,4
2020-08-22,60501,San Lorenzo,6
2020-08-22,60601,Entre Ríos,1
2020-08-23,60101,Tarija,12
2020-08-23,60201,Padcaya,2
2020-08-23,60202,Bermejo,1
2020-08-23,60301,Yacuiba,12
2020-08-23,60303,Villa Montes,7
2020-08-24,60101,Tarija,6
2020-08-24,60201,Padcaya,9
2020-08-24,60202,Bermejo,11
2020-08-24,60301,Yacuiba,10
2020-08-24,60303,Villa Montes,3
2020-08-24,60501,San Lorenzo,4
2020-08-25,60101,Tarija,20
2020-08-25,60201,Padcaya,5
2020-08-25,60202,Bermejo,1
2020-08-25,60301,Yacuiba,1
2020-08-25,60302,Caraparí,2
2020-08-25,60303,Villa Montes,5
2020-08-25,60401,Uriondo,12
2020-08-25,60402,Yunchará,11
2020-08-25,60501,San Lorenzo,21
2020-08-25,60502,El Puente,1
2020-08-25,60601,Entre Ríos,5
2020-08-26,60101,Tarija,30
2020-08-26,60201,Padcaya,2
2020-08-26,60301,Yacuiba,34
2020-08-26,60302,Caraparí,6
2020-08-26,60501,San Lorenzo,18
2020-08-26,60502,El Puente,2
2020-08-26,60601,Entre Ríos,5
2020-08-27,60101,Tarija,78
2020-08-27,60201,Padcaya,1
2020-08-27,60202,Bermejo,6
2020-08-27,60301,Yacuiba,38
2020-08-27,60302,Caraparí,5
2020-08-27,60303,Villa Montes,4
2020-08-27,60401,Uriondo,5
2020-08-27,60402,Yunchará,1
2020-08-27,60501,San Lorenzo,5
2020-08-27,60601,Entre Ríos,5
2020-08-28,60101,Tarija,120
2020-08-28,60201,Padcaya,3
2020-08-28,60202,Bermejo,10
2020-08-28,60301,Yacuiba,33
2020-08-28,60302,Caraparí,3
2020-08-28,60303,Villa Montes,8
2020-08-28,60401,Uriondo,2
2020-08-28,60402,Yunchará,5
2020-08-28,60501,San Lorenzo,12
2020-08-28,60601,Entre Ríos,3
2020-08-29,60101,Tarija,132
2020-08-29,60201,Padcaya,4
2020-08-29,60202,Bermejo,4
2020-08-29,60301,Yacuiba,29
2020-08-29,60302,Caraparí,15
2020-08-29,60303,Villa Montes,12
2020-08-29,60401,Uriondo,1
2020-08-29,60501,San Lorenzo,30
2020-08-29,60601,Entre Ríos,4
2020-08-30,60101,Tarija,207
2020-08-30,60202,Bermejo,17
2020-08-30,60301,Yacuiba,6
2020-08-30,60303,Villa Montes,17
2020-08-30,60501,San Lorenzo,27
2020-08-31,60101,Tarija,47
2020-08-31,60201,Padcaya,11
2020-08-31,60202,Bermejo,12
2020-08-31,60301,Yacuiba,3
2020-08-31,60401,Uriondo,3
2020-08-31,60501,San Lorenzo,34
2020-08-31,60601,Entre Ríos,10
2020-09-01,60101,Tarija,68
2020-09-01,60201,Padcaya,4
2020-09-01,60202,Bermejo,12
2020-09-01,60301,Yacuiba,4
2020-09-01,60302,Caraparí,3
2020-09-01,60303,Villa Montes,13
2020-09-01,60401,Uriondo,5
2020-09-01,60501,San Lorenzo,12
2020-09-01,60601,Entre Ríos,13
2020-09-02,60101,Tarija,151
2020-09-02,60201,Padcaya,10
2020-09-02,60202,Bermejo,18
2020-09-02,60301,Yacuiba,4
2020-09-02,60303,Villa Montes,5
2020-09-02,60401,Uriondo,10
2020-09-02,60501,San Lorenzo,23
2020-09-02,60502,El Puente,1
2020-09-02,60601,Entre Ríos,10
2020-09-03,60101,Tarija,49
2020-09-03,60201,Padcaya,20
2020-09-03,60202,Bermejo,3
2020-09-03,60301,Yacuiba,1
2020-09-03,60303,Villa Montes,3
2020-09-03,60401,Uriondo,6
2020-09-03,60501,San Lorenzo,35
2020-09-03,60601,Entre Ríos,14
2020-09-04,60101,Tarija,46
2020-09-04,60201,Padcaya,4
2020-09-04,60202,Bermejo,15
2020-09-04,60301,Yacuiba,20
2020-09-04,60302,Caraparí,15
2020-09-04,60303,Villa Montes,2
2020-09-04,60401,Uriondo,1
2020-09-04,60501,San Lorenzo,17
2020-09-04,60601,Entre Ríos,4
2020-09-05,60101,Tarija,76
2020-09-05,60202,Bermejo,18
2020-09-05,60301,Yacuiba,6
2020-09-05,60302,Caraparí,4
2020-09-05,60303,Villa Montes,16
2020-09-05,60401,Uriondo,2
2020-09-05,60402,Yunchará,1
2020-09-05,60601,Entre Ríos,1
2020-09-06,60101,Tarija,68
2020-09-06,60201,Padcaya,2
2020-09-06,60202,Bermejo,21
2020-09-06,60301,Yacuiba,9
2020-09-06,60302,Caraparí,6
2020-09-06,60303,Villa Montes,4
2020-09-06,60501,San Lorenzo,1
2020-09-06,60502,El Puente,7
2020-09-06,60601,Entre Ríos,4
2020-09-07,60101,Tarija,154
2020-09-07,60201,Padcaya,4
2020-09-07,60202,Bermejo,23
2020-09-07,60301,Yacuiba,23
2020-09-07,60302,Caraparí,1
2020-09-07,60303,Villa Montes,26
2020-09-07,60401,Uriondo,1
2020-09-07,60501,San Lorenzo,1
2020-09-07,60601,Entre Ríos,5
2020-09-08,60101,Tarija,43
2020-09-08,60201,Padcaya,2
2020-09-08,60202,Bermejo,34
2020-09-08,60301,Yacuiba,14
2020-09-08,60302,Caraparí,6
2020-09-08,60303,Villa Montes,5
2020-09-08,60401,Uriondo,4
2020-09-08,60501,San Lorenzo,24
2020-09-08,60601,Entre Ríos,15
2020-09-09,60101,Tarija,75
2020-09-09,60201,Padcaya,3
2020-09-09,60202,Bermejo,23
2020-09-09,60301,Yacuiba,3
2020-09-09,60302,Caraparí,3
2020-09-09,60303,Villa Montes,4
2020-09-09,60401,Uriondo,6
2020-09-09,60501,San Lorenzo,10
2020-09-09,60601,Entre Ríos,2
2020-09-10,60101,Tarija,21
2020-09-10,60201,Padcaya,10
2020-09-10,60202,Bermejo,48
2020-09-10,60301,Yacuiba,6
2020-09-10,60302,Caraparí,1
2020-09-10,60303,Villa Montes,3
2020-09-10,60401,Uriondo,3
2020-09-10,60601,Entre Ríos,15
2020-09-11,60101,Tarija,62
2020-09-11,60201,Padcaya,4
2020-09-11,60202,Bermejo,23
2020-09-11,60301,Yacuiba,81
2020-09-11,60302,Caraparí,6
2020-09-11,60303,Villa Montes,14
2020-09-11,60401,Uriondo,2
2020-09-11,60402,Yunchará,2
2020-09-11,60501,San Lorenzo,18
2020-09-11,60601,Entre Ríos,10
2020-09-12,60101,Tarija,146
2020-09-12,60201,Padcaya,17
2020-09-12,60202,Bermejo,24
2020-09-12,60301,Yacuiba,31
2020-09-12,60302,Caraparí,5
2020-09-12,60303,Villa Montes,14
2020-09-12,60501,San Lorenzo,5
2020-09-13,60101,Tarija,133
2020-09-13,60201,Padcaya,26
2020-09-13,60202,Bermejo,47
2020-09-13,60301,Yacuiba,41
2020-09-13,60302,Caraparí,1
2020-09-13,60303,Villa Montes,28
2020-09-13,60402,Yunchará,1
2020-09-13,60501,San Lorenzo,2
2020-09-13,60502,El Puente,1
2020-09-13,60601,Entre Ríos,4
2020-09-14,60101,Tarija,98
2020-09-14,60202,Bermejo,22
2020-09-14,60301,Yacuiba,26
2020-09-14,60302,Caraparí,7
2020-09-14,60303,Villa Montes,15
2020-09-14,60401,Uriondo,1
2020-09-14,60402,Yunchará,2
2020-09-14,60501,San Lorenzo,1
2020-09-14,60601,Entre Ríos,23
2020-09-15,60101,Tarija,74
2020-09-15,60201,Padcaya,8
2020-09-15,60202,Bermejo,53
2020-09-15,60301,Yacuiba,36
2020-09-15,60302,Caraparí,2
2020-09-15,60303,Villa Montes,10
2020-09-15,60401,Uriondo,1
2020-09-15,60402,Yunchará,2
2020-09-15,60501,San Lorenzo,13
2020-09-15,60601,Entre Ríos,20
2020-09-16,60101,Tarija,64
2020-09-16,60201,Padcaya,31
2020-09-16,60202,Bermejo,65
2020-09-16,60301,Yacuiba,43
2020-09-16,60302,Caraparí,15
2020-09-16,60303,Villa Montes,4
2020-09-16,60401,Uriondo,10
2020-09-16,60501,San Lorenzo,3
2020-09-16,60601,Entre Ríos,7
2020-09-17,60101,Tarija,95
2020-09-17,60201,Padcaya,11
2020-09-17,60202,Bermejo,39
2020-09-17,60301,Yacuiba,38
2020-09-17,60303,Villa Montes,15
2020-09-17,60401,Uriondo,1
2020-09-17,60402,Yunchará,1
2020-09-17,60501,San Lorenzo,15
2020-09-17,60502,El Puente,13
2020-09-17,60601,Entre Ríos,12
2020-09-18,60101,Tarija,137
2020-09-18,60201,Padcaya,31
2020-09-18,60202,Bermejo,22
2020-09-18,60301,Yacuiba,43
2020-09-18,60302,Caraparí,8
2020-09-18,60303,Villa Montes,12
2020-09-18,60401,Uriondo,5
2020-09-18,60501,San Lorenzo,6
2020-09-18,60502,El Puente,6
2020-09-18,60601,Entre Ríos,10
2020-09-19,60101,Tarija,40
2020-09-19,60201,Padcaya,18
2020-09-19,60202,Bermejo,50
2020-09-19,60301,Yacuiba,42
2020-09-19,60302,Caraparí,3
2020-09-19,60303,Villa Montes,16
2020-09-19,60401,Uriondo,12
2020-09-19,60501,San Lorenzo,1
2020-09-19,60502,El Puente,3
2020-09-19,60601,Entre Ríos,9
2020-09-20,60101,Tarija,33
2020-09-20,60202,Bermejo,2
2020-09-20,60301,Yacuiba,21
2020-09-20,60303,Villa Montes,2
2020-09-20,60502,El Puente,1
2020-09-20,60601,Entre Ríos,6
2020-09-21,60101,Tarija,36
2020-09-21,60201,Padcaya,28
2020-09-21,60202,Bermejo,21
2020-09-21,60301,Yacuiba,18
2020-09-21,60302,Caraparí,5
2020-09-21,60303,Villa Montes,4
2020-09-21,60401,Uriondo,6
2020-09-21,60402,Yunchará,1
2020-09-21,60501,San Lorenzo,2
2020-09-21,60502,El Puente,4
2020-09-21,60601,Entre Ríos,3
2020-09-22,60101,Tarija,83
2020-09-22,60201,Padcaya,13
2020-09-22,60202,Bermejo,66
2020-09-22,60301,Yacuiba,10
2020-09-22,60302,Caraparí,8
2020-09-22,60303,Villa Montes,10
2020-09-22,60401,Uriondo,3
2020-09-22,60402,Yunchará,2
2020-09-22,60501,San Lorenzo,6
2020-09-22,60502,El Puente,6
2020-09-22,60601,Entre Ríos,5
2020-09-23,60101,Tarija,30
2020-09-23,60201,Padcaya,34
2020-09-23,60202,Bermejo,22
2020-09-23,60301,Yacuiba,47
2020-09-23,60302,Caraparí,7
2020-09-23,60303,Villa Montes,10
2020-09-23,60401,Uriondo,7
2020-09-23,60501,San Lorenzo,5
2020-09-23,60502,El Puente,2
2020-09-23,60601,Entre Ríos,3
2020-09-24,60101,Tarija,118
2020-09-24,60201,Padcaya,6
2020-09-24,60202,Bermejo,81
2020-09-24,60301,Yacuiba,71
2020-09-24,60302,Caraparí,6
2020-09-24,60303,Villa Montes,24
2020-09-24,60401,Uriondo,1
2020-09-24,60402,Yunchará,3
2020-09-24,60502,El Puente,3
2020-09-24,60601,Entre Ríos,5
2020-09-25,60101,Tarija,68
2020-09-25,60201,Padcaya,31
2020-09-25,60202,Bermejo,42
2020-09-25,60301,Yacuiba,46
2020-09-25,60302,Caraparí,2
2020-09-25,60303,Villa Montes,18
2020-09-25,60501,San Lorenzo,6
2020-09-25,60502,El Puente,14
2020-09-25,60601,Entre Ríos,7
2020-09-26,60101,Tarija,73
2020-09-26,60201,Padcaya,3
2020-09-26,60202,Bermejo,11
2020-09-26,60301,Yacuiba,24
2020-09-26,60302,Caraparí,1
2020-09-26,60303,Villa Montes,5
2020-09-26,60502,El Puente,6
2020-09-26,60601,Entre Ríos,4
2020-09-27,60101,Tarija,35
2020-09-27,60202,Bermejo,33
2020-09-27,60301,Yacuiba,70
2020-09-27,60302,Caraparí,1
2020-09-27,60303,Villa Montes,14
2020-09-27,60402,Yunchará,2
2020-09-27,60601,Entre Ríos,1
2020-09-28,60101,Tarija,112
2020-09-28,60201,Padcaya,4
2020-09-28,60202,Bermejo,10
2020-09-28,60301,Yacuiba,4
2020-09-28,60302,Caraparí,10
2020-09-28,60303,Villa Montes,6
2020-09-28,60501,San Lorenzo,2
2020-09-28,60502,El Puente,6
2020-09-28,60601,Entre Ríos,6
2020-09-29,60101,Tarija,113
2020-09-29,60201,Padcaya,4
2020-09-29,60202,Bermejo,47
2020-09-29,60301,Yacuiba,48
2020-09-29,60303,Villa Montes,17
2020-09-29,60501,San Lorenzo,11
2020-09-29,60502,El Puente,4
2020-09-29,60601,Entre Ríos,17
2020-09-30,60101,Tarija,361
2020-09-30,60201,Padcaya,17
2020-09-30,60202,Bermejo,14
2020-09-30,60301,Yacuiba,15
2020-09-30,60302,Caraparí,19
2020-09-30,60303,Villa Montes,25
2020-09-30,60501,San Lorenzo,1
2020-09-30,60502,El Puente,3
2020-09-30,60601,Entre Ríos,11
2020-10-01,60101,Tarija,82
2020-10-01,60202,Bermejo,22
2020-10-01,60301,Yacuiba,94
2020-10-01,60303,Villa Montes,14
2020-10-01,60501,San Lorenzo,3
2020-10-01,60502,El Puente,6
2020-10-01,60601,Entre Ríos,6
2020-10-02,60101,Tarija,55
2020-10-02,60201,Padcaya,4
2020-10-02,60202,Bermejo,31
2020-10-02,60301,Yacuiba,87
2020-10-02,60302,Caraparí,4
2020-10-02,60303,Villa Montes,18
2020-10-02,60502,El Puente,7
2020-10-02,60601,Entre Ríos,12
2020-10-03,60101,Tarija,37
2020-10-03,60202,Bermejo,29
2020-10-03,60301,Yacuiba,44
2020-10-03,60302,Caraparí,1
2020-10-03,60303,Villa Montes,24
