fecha,cod_ine,municipio,confirmados
2020-07-07,90301,Puerto Gonzalo Moreno,12
2020-07-07,90401,Santa Rosa,4
2020-07-12,90101,Cobija,18
2020-07-12,90103,Bolpebra,1
2020-07-17,90101,Cobija,8
2020-07-17,90302,San Lorenzo,4
2020-07-18,90101,Cobija,117
2020-07-18,90303,Sena,3
2020-07-19,90101,Cobija,22
2020-07-19,90302,San Lorenzo,4
2020-07-20,90101,Cobija,8
2020-07-21,90101,Cobija,1
2020-07-22,90101,Cobija,55
2020-07-22,90301,Puerto Gonzalo Moreno,7
2020-07-22,90303,Sena,25
2020-07-23,90101,Cobija,10
2020-07-23,90302,San Lorenzo,1
2020-07-24,90101,Cobija,45
2020-07-24,90201,Puerto Rico,1
2020-07-24,90302,San Lorenzo,1
2020-07-24,90401,Santa Rosa,4
2020-07-25,90101,Cobija,3
2020-07-26,90101,Cobija,2
2020-07-27,90104,Bella Flor,2
2020-07-27,90201,Puerto Rico,2
2020-07-27,90303,Sena,1
2020-07-27,90401,Santa Rosa,1
2020-07-28,90101,Cobija,1
2020-07-28,90303,Sena,1
2020-07-29,90101,Cobija,16
2020-07-29,90202,San Pedro,7
2020-07-30,90101,Cobija,9
2020-07-31,90101,Cobija,10
2020-07-31,90502,Villa Nueva,2
2020-08-01,90101,Cobija,6
2020-08-01,90202,San Pedro,3
2020-08-03,90101,Cobija,3
2020-08-04,90101,Cobija,16
2020-08-04,90104,Bella Flor,12
2020-08-05,90101,Cobija,13
2020-08-05,90104,Bella Flor,4
2020-08-05,90201,Puerto Rico,7
2020-08-05,90303,Sena,8
2020-08-05,90502,Villa Nueva,4
2020-08-06,90101,Cobija,4
2020-08-06,90201,Puerto Rico,18
2020-08-07,90101,Cobija,21
2020-08-07,90201,Puerto Rico,9
2020-08-07,90302,San Lorenzo,1
2020-08-07,90303,Sena,1
2020-08-08,90101,Cobija,32
2020-08-08,90201,Puerto Rico,3
2020-08-08,90302,San Lorenzo,3
2020-08-09,90101,Cobija,16
2020-08-09,90104,Bella Flor,1
2020-08-09,90201,Puerto Rico,11
2020-08-09,90302,San Lorenzo,3
2020-08-09,90503,Santos Mercado,4
2020-08-10,90101,Cobija,26
2020-08-10,90104,Bella Flor,1
2020-08-10,90201,Puerto Rico,4
2020-08-10,90302,San Lorenzo,3
2020-08-11,90101,Cobija,25
2020-08-11,90103,Bolpebra,4
2020-08-11,90104,Bella Flor,2
2020-08-11,90201,Puerto Rico,15
2020-08-11,90301,Puerto Gonzalo Moreno,1
2020-08-11,90302,San Lorenzo,4
2020-08-11,90502,Villa Nueva,1
2020-08-11,90503,Santos Mercado,2
2020-08-12,90101,Cobija,22
2020-08-12,90201,Puerto Rico,5
2020-08-12,90301,Puerto Gonzalo Moreno,2
2020-08-12,90302,San Lorenzo,27
2020-08-13,90101,Cobija,8
2020-08-13,90103,Bolpebra,13
2020-08-13,90104,Bella Flor,2
2020-08-13,90302,San Lorenzo,14
2020-08-14,90101,Cobija,37
2020-08-14,90104,Bella Flor,1
2020-08-14,90202,San Pedro,2
2020-08-14,90301,Puerto Gonzalo Moreno,5
2020-08-14,90302,San Lorenzo,3
2020-08-15,90101,Cobija,33
2020-08-15,90104,Bella Flor,17
2020-08-15,90201,Puerto Rico,1
2020-08-15,90301,Puerto Gonzalo Moreno,4
2020-08-15,90302,San Lorenzo,3
2020-08-16,90101,Cobija,35
2020-08-16,90104,Bella Flor,6
2020-08-16,90201,Puerto Rico,2
2020-08-16,90301,Puerto Gonzalo Moreno,1
2020-08-16,90302,San Lorenzo,5
2020-08-17,90101,Cobija,9
2020-08-18,90101,Cobija,30
2020-08-18,90201,Puerto Rico,2
2020-08-18,90301,Puerto Gonzalo Moreno,11
2020-08-18,90302,San Lorenzo,9
2020-08-18,90401,Santa Rosa,1
2020-08-19,90101,Cobija,13
2020-08-19,90201,Puerto Rico,25
2020-08-19,90301,Puerto Gonzalo Moreno,12
2020-08-19,90302,San Lorenzo,3
2020-08-20,90101,Cobija,2
2020-08-20,90201,Puerto Rico,32
2020-08-20,90301,Puerto Gonzalo Moreno,12
2020-08-20,90302,San Lorenzo,7
2020-08-21,90101,Cobija,45
2020-08-21,90201,Puerto Rico,1
2020-08-21,90202,San Pedro,3
2020-08-21,90301,Puerto Gonzalo Moreno,27
2020-08-21,90501,Nueva Esperanza,1
2020-08-21,90502,Villa Nueva,2
2020-08-22,90101,Cobija,14
2020-08-22,90202,San Pedro,1
2020-08-22,90302,San Lorenzo,6
2020-08-23,90101,Cobija,2
2020-08-24,90101,Cobija,9
2020-08-25,90101,Cobija,19
2020-08-25,90103,Bolpebra,1
2020-08-25,90501,Nueva Esperanza,2
2020-08-26,90101,Cobija,14
2020-08-26,90301,Puerto Gonzalo Moreno,3
2020-08-26,90501,Nueva Esperanza,3
2020-08-27,90104,Bella Flor,14
2020-08-28,90104,Bella Flor,9
2020-08-28,90302,San Lorenzo,2
2020-08-29,90302,San Lorenzo,7
2020-08-30,90302,San Lorenzo,2
2020-08-31,90302,San Lorenzo,3
2020-09-01,90201,Puerto Rico,2
2020-09-02,90301,Puerto Gonzalo Moreno,2
2020-09-03,90301,Puerto Gonzalo Moreno,5
2020-09-04,90301,Puerto Gonzalo Moreno,7
2020-09-05,90301,Puerto Gonzalo Moreno,3
2020-09-06,90101,Cobija,3
2020-09-07,90101,Cobija,1
2020-09-07,90202,San Pedro,1
2020-09-08,90201,Puerto Rico,2
2020-09-09,90201,Puerto Rico,1
2020-09-16,90301,Puerto Gonzalo Moreno,2
2020-09-18,90201,Puerto Rico,1
2020-09-22,90101,Cobija,1
2020-09-24,90101,Cobija,1
2020-09-27,90101,Cobija,1
2020-09-28,90101,Cobija,1
2020-09-29,90101,Cobija,1
2020-09-30,90101,Cobija,1
2020-10-01,90101,Cobija,1
2020-10-06,90101,Cobija,1
2020-10-14,90101,Cobija,2
2020-10-25,90101,Cobija,1
2020-10-29,90101,Cobija,1
2020-10-30,90101,Cobija,1
2020-11-03,90101,Cobija,1
2020-11-04,90101,Cobija,1
2020-11-05,90101,Cobija,3
2020-11-06,90101,Cobija,3
2020-11-11,90101,Cobija,1
2020-11-13,90101,Cobija,4
2020-11-14,90101,Cobija,3
2020-11-17,90101,Cobija,1
2020-11-19,90101,Cobija,1
2020-11-25,90101,Cobija,1
2020-11-26,90101,Cobija,1
2020-11-27,90101,Cobija,1
2020-11-28,90101,Cobija,1
2020-11-30,90101,Cobija,1
2020-12-01,90101,Cobija,1
2020-12-02,90101,Cobija,1
2020-12-04,90101,Cobija,1
2020-12-04,90102,Porvenir,1
2020-12-05,90101,Cobija,6
2020-12-09,90101,Cobija,3
2020-12-10,90101,Cobija,5
2020-12-11,90101,Cobija,6
2020-12-12,90101,Cobija,6
2020-12-13,90101,Cobija,1
2020-12-14,90101,Cobija,1
2020-12-15,90101,Cobija,2
2020-12-16,90101,Cobija,5
2020-12-17,90101,Cobija,12
2020-12-18,90101,Cobija,5
2020-12-19,90101,Cobija,9
2020-12-20,90101,Cobija,11
2020-12-21,90101,Cobija,1
2020-12-22,90101,Cobija,9
2020-12-23,90101,Cobija,11
2020-12-24,90101,Cobija,9
2020-12-24,90102,Porvenir,2
2020-12-25,90101,Cobija,16
2020-12-25,90102,Porvenir,3
2020-12-26,90101,Cobija,3
2020-12-27,90101,Cobija,8
2020-12-28,90101,Cobija,2
2020-12-29,90101,Cobija,19
2020-12-30,90101,Cobija,27
2020-12-30,90102,Porvenir,3
2020-12-31,90101,Cobija,13
2020-12-31,90102,Porvenir,4
2021-01-01,90101,Cobija,34
2021-01-02,90101,Cobija,16
2021-01-02,90102,Porvenir,1
2021-01-03,90101,Cobija,16
2021-01-03,90102,Porvenir,8
2021-01-04,90101,Cobija,9
2021-01-04,90102,Porvenir,1
2021-01-05,90101,Cobija,13
2021-01-05,90104,Bella Flor,1
2021-01-05,90303,Sena,3
2021-01-06,90101,Cobija,20
2021-01-06,90102,Porvenir,4
2021-01-06,90203,Filadelfia,1
2021-01-06,90301,Puerto Gonzalo Moreno,24
2021-01-07,90101,Cobija,29
2021-01-07,90102,Porvenir,1
2021-01-07,90104,Bella Flor,6
2021-01-07,90201,Puerto Rico,21
2021-01-08,90101,Cobija,67
2021-01-08,90102,Porvenir,4
2021-01-08,90104,Bella Flor,1
2021-01-09,90101,Cobija,14
2021-01-09,90102,Porvenir,3
2021-01-10,90101,Cobija,17
2021-01-10,90102,Porvenir,1
2021-01-11,90101,Cobija,28
2021-01-11,90102,Porvenir,3
2021-01-11,90401,Santa Rosa,1
2021-01-12,90101,Cobija,30
2021-01-12,90102,Porvenir,3
2021-01-13,90101,Cobija,42
2021-01-13,90102,Porvenir,2
2021-01-13,90201,Puerto Rico,1
2021-01-14,90101,Cobija,20
2021-01-14,90102,Porvenir,4
2021-01-15,90101,Cobija,27
2021-01-15,90102,Porvenir,2
2021-01-15,90201,Puerto Rico,20
2021-01-16,90101,Cobija,22
2021-01-16,90102,Porvenir,1
2021-01-16,90201,Puerto Rico,16
2021-01-17,90101,Cobija,27
2021-01-17,90102,Porvenir,1
2021-01-17,90201,Puerto Rico,16
2021-01-18,90101,Cobija,55
2021-01-18,90102,Porvenir,1
2021-01-18,90201,Puerto Rico,1
2021-01-19,90101,Cobija,46
2021-01-19,90102,Porvenir,9
2021-01-19,90201,Puerto Rico,1
2021-01-20,90101,Cobija,32
2021-01-20,90102,Porvenir,1
2021-01-20,90104,Bella Flor,4
2021-01-21,90101,Cobija,27
2021-01-21,90102,Porvenir,2
2021-01-21,90302,San Lorenzo,1
2021-01-22,90101,Cobija,6
2021-01-22,90104,Bella Flor,1
2021-01-22,90302,San Lorenzo,2
2021-01-22,90401,Santa Rosa,2
2021-01-23,90101,Cobija,7
2021-01-23,90102,Porvenir,1
2021-01-23,90202,San Pedro,2
2021-01-23,90302,San Lorenzo,2
2021-01-24,90101,Cobija,9
2021-01-24,90201,Puerto Rico,1
2021-01-25,90101,Cobija,17
2021-01-25,90102,Porvenir,3
2021-01-25,90104,Bella Flor,2
2021-01-26,90101,Cobija,18
2021-01-26,90102,Porvenir,1
2021-01-27,90101,Cobija,15
2021-01-27,90102,Porvenir,2
2021-01-28,90101,Cobija,21
2021-01-29,90101,Cobija,17
2021-01-30,90101,Cobija,3
2021-01-30,90401,Santa Rosa,1
2021-01-31,90101,Cobija,8
2021-01-31,90104,Bella Flor,2
2021-01-31,90201,Puerto Rico,2
2021-02-01,90101,Cobija,17
2021-02-01,90201,Puerto Rico,1
2021-02-02,90101,Cobija,13
2021-02-02,90501,Nueva Esperanza,4
2021-02-03,90101,Cobija,35
2021-02-03,90201,Puerto Rico,4
2021-02-03,90302,San Lorenzo,1
2021-02-04,90101,Cobija,37
2021-02-05,90101,Cobija,32
2021-02-05,90201,Puerto Rico,3
2021-02-06,90101,Cobija,31
2021-02-06,90102,Porvenir,1
2021-02-06,90201,Puerto Rico,1
2021-02-07,90101,Cobija,29
2021-02-07,90201,Puerto Rico,4
2021-02-08,90101,Cobija,7
2021-02-08,90102,Porvenir,1
2021-02-08,90201,Puerto Rico,2
2021-02-09,90101,Cobija,12
2021-02-09,90501,Nueva Esperanza,2
2021-02-10,90101,Cobija,20
2021-02-10,90104,Bella Flor,2
2021-02-10,90201,Puerto Rico,2
2021-02-10,90501,Nueva Esperanza,1
2021-02-11,90101,Cobija,7
2021-02-11,90401,Santa Rosa,1
2021-02-12,90101,Cobija,10
2021-02-12,90303,Sena,1
2021-02-13,90101,Cobija,2
2021-02-14,90101,Cobija,3
2021-02-16,90101,Cobija,7
2021-02-17,90101,Cobija,3
2021-02-17,90102,Porvenir,3
2021-02-17,90501,Nueva Esperanza,1
2021-02-18,90101,Cobija,10
2021-02-18,90401,Santa Rosa,1
2021-02-19,90101,Cobija,10
2021-02-19,90104,Bella Flor,1
2021-02-19,90401,Santa Rosa,1
2021-02-20,90101,Cobija,5
2021-02-21,90101,Cobija,7
2021-02-21,90104,Bella Flor,1
2021-02-22,90101,Cobija,5
2021-02-22,90104,Bella Flor,1
2021-02-23,90101,Cobija,5
2021-02-24,90101,Cobija,11
2021-02-25,90101,Cobija,10
2021-02-25,90201,Puerto Rico,2
2021-02-26,90101,Cobija,8
2021-02-26,90202,San Pedro,1
2021-02-26,90302,San Lorenzo,1
2021-02-27,90101,Cobija,1
