fecha,cod_ine,municipio,confirmados
2020-05-24,20101,Nuestra Señora de La Paz,4
2020-05-24,20105,El Alto,4
2020-05-25,20101,Nuestra Señora de La Paz,1
2020-05-25,20105,El Alto,7
2020-05-25,20801,Viacha,1
2020-05-26,20101,Nuestra Señora de La Paz,1
2020-05-26,20105,El Alto,5
2020-05-27,20101,Nuestra Señora de La Paz,3
2020-05-27,20105,El Alto,2
2020-05-28,20101,Nuestra Señora de La Paz,4
2020-05-28,20105,El Alto,3
2020-05-28,21302,Umala,2
2020-05-29,20101,Nuestra Señora de La Paz,6
2020-05-29,20104,Achocalla,3
2020-05-29,20105,El Alto,9
2020-05-29,20801,Viacha,3
2020-05-30,20101,Nuestra Señora de La Paz,11
2020-05-30,20105,El Alto,11
2020-05-30,20801,Viacha,10
2020-05-30,21004,Colquiri,2
2020-05-31,20101,Nuestra Señora de La Paz,19
2020-05-31,20105,El Alto,8
2020-05-31,20801,Viacha,2
2020-06-01,20101,Nuestra Señora de La Paz,28
2020-06-01,20104,Achocalla,3
2020-06-01,20105,El Alto,15
2020-06-01,20201,Achacachi,1
2020-06-01,21004,Colquiri,1
2020-06-02,20101,Nuestra Señora de La Paz,9
2020-06-02,20105,El Alto,15
2020-06-02,20602,Guanay,1
2020-06-02,20608,Teoponte,1
2020-06-02,20801,Viacha,31
2020-06-02,21104,Palos Blancos,1
2020-06-02,21402,Coripata,1
2020-06-03,20101,Nuestra Señora de La Paz,9
2020-06-03,20104,Achocalla,3
2020-06-03,20105,El Alto,2
2020-06-03,20801,Viacha,2
2020-06-03,21105,La Asunta,1
2020-06-03,21305,Patacamaya,2
2020-06-03,21701,Copacabana,1
2020-06-04,20101,Nuestra Señora de La Paz,17
2020-06-04,20105,El Alto,5
2020-06-04,20801,Viacha,4
2020-06-05,20101,Nuestra Señora de La Paz,21
2020-06-05,20105,El Alto,7
2020-06-05,20201,Achacachi,1
2020-06-05,21302,Umala,2
2020-06-06,20101,Nuestra Señora de La Paz,13
2020-06-06,20105,El Alto,25
2020-06-06,20801,Viacha,1
2020-06-06,21004,Colquiri,4
2020-06-06,21305,Patacamaya,2
2020-06-07,20101,Nuestra Señora de La Paz,12
2020-06-07,20105,El Alto,5
2020-06-08,20101,Nuestra Señora de La Paz,14
2020-06-08,20105,El Alto,3
2020-06-08,21004,Colquiri,1
2020-06-08,21305,Patacamaya,2
2020-06-08,21701,Copacabana,1
2020-06-08,22001,Caranavi,1
2020-06-09,20101,Nuestra Señora de La Paz,14
2020-06-09,20105,El Alto,11
2020-06-09,21004,Colquiri,3
2020-06-10,20101,Nuestra Señora de La Paz,22
2020-06-10,20105,El Alto,15
2020-06-10,21004,Colquiri,1
2020-06-11,20101,Nuestra Señora de La Paz,47
2020-06-11,20105,El Alto,26
2020-06-11,20801,Viacha,7
2020-06-11,21004,Colquiri,1
2020-06-11,21101,Chulumani,1
2020-06-11,21401,Coroico,1
2020-06-11,22001,Caranavi,7
2020-06-12,20101,Nuestra Señora de La Paz,27
2020-06-12,20105,El Alto,16
2020-06-12,21004,Colquiri,6
2020-06-12,21101,Chulumani,1
2020-06-12,22001,Caranavi,1
2020-06-13,20101,Nuestra Señora de La Paz,50
2020-06-13,20105,El Alto,13
2020-06-13,20801,Viacha,4
2020-06-13,21004,Colquiri,9
2020-06-13,21101,Chulumani,1
2020-06-13,21305,Patacamaya,4
2020-06-14,20101,Nuestra Señora de La Paz,44
2020-06-14,20105,El Alto,37
2020-06-14,21004,Colquiri,2
2020-06-15,20101,Nuestra Señora de La Paz,38
2020-06-15,20105,El Alto,20
2020-06-15,20608,Teoponte,3
2020-06-15,21402,Coripata,3
2020-06-16,20101,Nuestra Señora de La Paz,28
2020-06-16,20105,El Alto,12
2020-06-16,21004,Colquiri,1
2020-06-17,20101,Nuestra Señora de La Paz,30
2020-06-17,20105,El Alto,13
2020-06-17,20801,Viacha,1
2020-06-18,20101,Nuestra Señora de La Paz,56
2020-06-18,20105,El Alto,21
2020-06-18,20801,Viacha,4
2020-06-18,21101,Chulumani,3
2020-06-18,21402,Coripata,4
2020-06-19,20101,Nuestra Señora de La Paz,318
2020-06-19,20105,El Alto,47
2020-06-19,20801,Viacha,1
2020-06-19,21004,Colquiri,7
2020-06-19,21401,Coroico,1
2020-06-19,21402,Coripata,1
2020-06-20,20101,Nuestra Señora de La Paz,53
2020-06-20,20105,El Alto,18
2020-06-20,20702,Pelechuco,1
2020-06-20,20801,Viacha,1
2020-06-20,21103,Yanacachi,1
2020-06-20,21305,Patacamaya,1
2020-06-20,22001,Caranavi,1
2020-06-21,20101,Nuestra Señora de La Paz,139
2020-06-21,20104,Achocalla,1
2020-06-21,20105,El Alto,81
2020-06-21,20301,Corocoro,1
2020-06-21,20801,Viacha,4
2020-06-21,21305,Patacamaya,1
2020-06-21,21401,Coroico,1
2020-06-21,21402,Coripata,7
2020-06-22,20101,Nuestra Señora de La Paz,81
2020-06-22,20105,El Alto,38
2020-06-22,20201,Achacachi,1
2020-06-22,20801,Viacha,9
2020-06-22,21004,Colquiri,5
2020-06-22,21101,Chulumani,2
2020-06-22,21401,Coroico,1
2020-06-22,21402,Coripata,1
2020-06-23,20101,Nuestra Señora de La Paz,21
2020-06-23,20105,El Alto,22
2020-06-23,20608,Teoponte,2
2020-06-23,21004,Colquiri,1
2020-06-23,21301,Sicasica,1
2020-06-23,21502,San Buenaventura,1
2020-06-24,20101,Nuestra Señora de La Paz,141
2020-06-24,20105,El Alto,49
2020-06-24,20801,Viacha,1
2020-06-24,21502,San Buenaventura,3
2020-06-24,22001,Caranavi,1
2020-06-25,20101,Nuestra Señora de La Paz,124
2020-06-25,20105,El Alto,78
2020-06-25,20201,Achacachi,1
2020-06-25,20801,Viacha,3
2020-06-25,21103,Yanacachi,1
2020-06-25,21305,Patacamaya,3
2020-06-25,21401,Coroico,1
2020-06-25,22001,Caranavi,1
2020-06-26,20101,Nuestra Señora de La Paz,142
2020-06-26,20104,Achocalla,2
2020-06-26,20105,El Alto,47
2020-06-26,20301,Corocoro,5
2020-06-26,20502,Ayata,1
2020-06-26,20801,Viacha,2
2020-06-26,21104,Palos Blancos,1
2020-06-26,21201,Pucarani,1
2020-06-26,21203,Batallas,1
2020-06-26,21402,Coripata,2
2020-06-26,21502,San Buenaventura,2
2020-06-26,22001,Caranavi,1
2020-06-27,20101,Nuestra Señora de La Paz,140
2020-06-27,20105,El Alto,44
2020-06-27,20601,Sorata,1
2020-06-27,20801,Viacha,2
2020-06-27,21101,Chulumani,1
2020-06-27,21104,Palos Blancos,1
2020-06-27,21202,Laja,4
2020-06-27,21502,San Buenaventura,1
2020-06-28,20101,Nuestra Señora de La Paz,49
2020-06-28,20105,El Alto,45
2020-06-28,20607,Mapiri,1
2020-06-28,20801,Viacha,6
2020-06-28,21104,Palos Blancos,1
2020-06-28,21305,Patacamaya,2
2020-06-28,21401,Coroico,2
2020-06-28,21402,Coripata,1
2020-06-29,20101,Nuestra Señora de La Paz,57
2020-06-29,20105,El Alto,21
2020-06-29,20801,Viacha,1
2020-06-29,21004,Colquiri,6
2020-06-30,20101,Nuestra Señora de La Paz,37
2020-06-30,20105,El Alto,18
2020-06-30,20201,Achacachi,1
2020-06-30,20801,Viacha,3
2020-06-30,21004,Colquiri,2
2020-06-30,21502,San Buenaventura,1
2020-07-01,20101,Nuestra Señora de La Paz,136
2020-07-01,20105,El Alto,71
2020-07-01,20801,Viacha,3
2020-07-01,21201,Pucarani,1
2020-07-01,21301,Sicasica,1
2020-07-02,20101,Nuestra Señora de La Paz,96
2020-07-02,20105,El Alto,47
2020-07-02,20405,Escoma,2
2020-07-02,20801,Viacha,4
2020-07-02,21104,Palos Blancos,1
2020-07-02,21305,Patacamaya,1
2020-07-02,22001,Caranavi,4
2020-07-03,20101,Nuestra Señora de La Paz,167
2020-07-03,20105,El Alto,67
2020-07-03,20601,Sorata,1
2020-07-03,21201,Pucarani,1
2020-07-03,21202,Laja,1
2020-07-04,20101,Nuestra Señora de La Paz,148
2020-07-04,20103,Mecapaca,1
2020-07-04,20105,El Alto,75
2020-07-04,20801,Viacha,3
2020-07-04,20902,Sapahaqui,1
2020-07-04,21103,Yanacachi,1
2020-07-04,21201,Pucarani,2
2020-07-04,21305,Patacamaya,2
2020-07-04,21401,Coroico,1
2020-07-04,22001,Caranavi,3
2020-07-04,22002,Alto Beni,1
2020-07-05,20101,Nuestra Señora de La Paz,187
2020-07-05,20105,El Alto,138
2020-07-05,20801,Viacha,7
2020-07-05,20902,Sapahaqui,1
2020-07-05,21203,Batallas,1
2020-07-06,20101,Nuestra Señora de La Paz,347
2020-07-06,20103,Mecapaca,1
2020-07-06,20105,El Alto,125
2020-07-06,20801,Viacha,5
2020-07-06,21305,Patacamaya,1
2020-07-06,21401,Coroico,1
2020-07-07,20101,Nuestra Señora de La Paz,109
2020-07-07,20105,El Alto,71
2020-07-07,21101,Chulumani,2
2020-07-07,21104,Palos Blancos,4
2020-07-07,21201,Pucarani,1
2020-07-07,21305,Patacamaya,3
2020-07-07,21502,San Buenaventura,1
2020-07-08,20101,Nuestra Señora de La Paz,206
2020-07-08,20105,El Alto,57
2020-07-08,20203,Huarina,1
2020-07-08,20501,Chuma,1
2020-07-08,20801,Viacha,3
2020-07-08,20802,Puerto Mayor de Guaqui,1
2020-07-08,21102,Irupana,3
2020-07-08,21105,La Asunta,1
2020-07-08,21201,Pucarani,2
2020-07-08,21304,Calamarca,1
2020-07-09,20101,Nuestra Señora de La Paz,158
2020-07-09,20103,Mecapaca,1
2020-07-09,20105,El Alto,62
2020-07-09,21101,Chulumani,1
2020-07-09,21102,Irupana,2
2020-07-09,21201,Pucarani,1
2020-07-10,20101,Nuestra Señora de La Paz,150
2020-07-10,20103,Mecapaca,2
2020-07-10,20105,El Alto,150
2020-07-10,20202,Villa Ancoraimes,1
2020-07-10,20301,Corocoro,1
2020-07-10,20405,Escoma,1
2020-07-10,20801,Viacha,5
2020-07-10,21202,Laja,1
2020-07-10,21401,Coroico,7
2020-07-10,21402,Coripata,3
2020-07-10,22001,Caranavi,7
2020-07-11,20101,Nuestra Señora de La Paz,518
2020-07-11,20103,Mecapaca,3
2020-07-11,20105,El Alto,121
2020-07-11,20801,Viacha,3
2020-07-11,21101,Chulumani,1
2020-07-11,21103,Yanacachi,1
2020-07-11,21104,Palos Blancos,1
2020-07-11,21105,La Asunta,1
2020-07-11,21203,Batallas,1
2020-07-11,21301,Sicasica,3
2020-07-11,21305,Patacamaya,4
2020-07-11,21401,Coroico,1
2020-07-11,22001,Caranavi,4
2020-07-12,20101,Nuestra Señora de La Paz,183
2020-07-12,20104,Achocalla,1
2020-07-12,20105,El Alto,135
2020-07-12,20201,Achacachi,3
2020-07-12,20801,Viacha,8
2020-07-12,21101,Chulumani,1
2020-07-12,21401,Coroico,1
2020-07-12,22001,Caranavi,4
2020-07-13,20101,Nuestra Señora de La Paz,309
2020-07-13,20105,El Alto,99
2020-07-13,20801,Viacha,8
2020-07-13,21201,Pucarani,1
2020-07-13,21203,Batallas,1
2020-07-13,21402,Coripata,1
2020-07-13,22001,Caranavi,2
2020-07-14,20101,Nuestra Señora de La Paz,179
2020-07-14,20105,El Alto,83
2020-07-14,21103,Yanacachi,4
2020-07-14,21104,Palos Blancos,7
2020-07-14,21203,Batallas,1
2020-07-14,21701,Copacabana,1
2020-07-14,22001,Caranavi,3
2020-07-15,20101,Nuestra Señora de La Paz,171
2020-07-15,20105,El Alto,87
2020-07-15,20801,Viacha,1
2020-07-15,21402,Coripata,1
2020-07-16,20101,Nuestra Señora de La Paz,240
2020-07-16,20105,El Alto,64
2020-07-16,20801,Viacha,2
2020-07-16,20905,Cairoma,1
2020-07-16,21101,Chulumani,1
2020-07-16,21104,Palos Blancos,1
2020-07-16,21105,La Asunta,1
2020-07-16,21203,Batallas,2
2020-07-16,22001,Caranavi,1
2020-07-17,20101,Nuestra Señora de La Paz,143
2020-07-17,20105,El Alto,70
2020-07-17,20801,Viacha,14
2020-07-17,20904,Malla,4
2020-07-17,21103,Yanacachi,1
2020-07-17,21401,Coroico,1
2020-07-18,20101,Nuestra Señora de La Paz,600
2020-07-18,20104,Achocalla,1
2020-07-18,20105,El Alto,107
2020-07-18,20201,Achacachi,1
2020-07-18,20202,Villa Ancoraimes,1
2020-07-18,20801,Viacha,1
2020-07-18,21004,Colquiri,1
2020-07-18,22001,Caranavi,1
2020-07-19,20101,Nuestra Señora de La Paz,519
2020-07-19,20103,Mecapaca,1
2020-07-19,20105,El Alto,196
2020-07-19,20204,Santiago de Huata,1
2020-07-19,20801,Viacha,14
2020-07-19,21004,Colquiri,1
2020-07-19,21202,Laja,1
2020-07-20,20101,Nuestra Señora de La Paz,355
2020-07-20,20105,El Alto,159
2020-07-20,20801,Viacha,7
2020-07-20,21101,Chulumani,1
2020-07-20,21202,Laja,1
2020-07-20,21203,Batallas,3
2020-07-20,21701,Copacabana,1
2020-07-20,22001,Caranavi,4
2020-07-21,20101,Nuestra Señora de La Paz,270
2020-07-21,20105,El Alto,151
2020-07-21,20201,Achacachi,1
2020-07-21,20801,Viacha,4
2020-07-21,21004,Colquiri,1
2020-07-21,21203,Batallas,2
2020-07-21,22002,Alto Beni,2
2020-07-22,20101,Nuestra Señora de La Paz,554
2020-07-22,20103,Mecapaca,1
2020-07-22,20104,Achocalla,2
2020-07-22,20105,El Alto,203
2020-07-22,20801,Viacha,5
2020-07-22,21102,Irupana,5
2020-07-22,21104,Palos Blancos,2
2020-07-22,21201,Pucarani,2
2020-07-22,21203,Batallas,2
2020-07-22,21301,Sicasica,1
2020-07-22,21305,Patacamaya,4
2020-07-22,21402,Coripata,1
2020-07-22,21502,San Buenaventura,1
2020-07-22,22001,Caranavi,3
2020-07-23,20101,Nuestra Señora de La Paz,401
2020-07-23,20104,Achocalla,3
2020-07-23,20105,El Alto,114
2020-07-23,20305,Charaña,1
2020-07-23,20608,Teoponte,1
2020-07-23,20801,Viacha,11
2020-07-23,20803,Tiahuanacu,1
2020-07-23,20902,Sapahaqui,1
2020-07-23,21002,Quime,1
2020-07-23,21101,Chulumani,1
2020-07-24,20101,Nuestra Señora de La Paz,224
2020-07-24,20104,Achocalla,2
2020-07-24,20105,El Alto,88
2020-07-24,20601,Sorata,1
2020-07-24,20801,Viacha,2
2020-07-24,21002,Quime,1
2020-07-24,21102,Irupana,5
2020-07-24,21203,Batallas,3
2020-07-24,21401,Coroico,2
2020-07-25,20101,Nuestra Señora de La Paz,919
2020-07-25,20103,Mecapaca,1
2020-07-25,20104,Achocalla,1
2020-07-25,20105,El Alto,168
2020-07-25,20201,Achacachi,2
2020-07-25,20801,Viacha,2
2020-07-25,20803,Tiahuanacu,1
2020-07-25,21001,Inquisivi,1
2020-07-25,21203,Batallas,1
2020-07-26,20101,Nuestra Señora de La Paz,297
2020-07-26,20103,Mecapaca,2
2020-07-26,20105,El Alto,108
2020-07-26,20801,Viacha,1
2020-07-26,21502,San Buenaventura,1
2020-07-27,20101,Nuestra Señora de La Paz,396
2020-07-27,20105,El Alto,189
2020-07-27,20201,Achacachi,1
2020-07-27,20301,Corocoro,1
2020-07-27,20801,Viacha,31
2020-07-27,22001,Caranavi,3
2020-07-28,20101,Nuestra Señora de La Paz,132
2020-07-28,20105,El Alto,69
2020-07-28,20606,Tipuani,1
2020-07-28,20801,Viacha,2
2020-07-28,21004,Colquiri,7
2020-07-28,21101,Chulumani,1
2020-07-28,21202,Laja,1
2020-07-28,21402,Coripata,2
2020-07-29,20101,Nuestra Señora de La Paz,277
2020-07-29,20105,El Alto,82
2020-07-29,20801,Viacha,5
2020-07-30,20101,Nuestra Señora de La Paz,446
2020-07-30,20103,Mecapaca,1
2020-07-30,20105,El Alto,150
2020-07-30,20801,Viacha,13
2020-07-30,21203,Batallas,2
2020-07-31,20101,Nuestra Señora de La Paz,247
2020-07-31,20103,Mecapaca,1
2020-07-31,20104,Achocalla,2
2020-07-31,20105,El Alto,105
2020-07-31,21002,Quime,1
2020-08-01,20101,Nuestra Señora de La Paz,370
2020-08-01,20105,El Alto,87
2020-08-01,20306,Waldo Ballivian,2
2020-08-01,20601,Sorata,1
2020-08-01,20801,Viacha,7
2020-08-01,20902,Sapahaqui,1
2020-08-01,21004,Colquiri,1
2020-08-01,21104,Palos Blancos,1
2020-08-01,21203,Batallas,2
2020-08-01,22001,Caranavi,3
2020-08-02,20101,Nuestra Señora de La Paz,266
2020-08-02,20105,El Alto,118
2020-08-02,20801,Viacha,9
2020-08-02,21101,Chulumani,1
2020-08-02,21306,Colquencha,1
2020-08-02,21401,Coroico,3
2020-08-03,20101,Nuestra Señora de La Paz,694
2020-08-03,20105,El Alto,164
2020-08-03,20201,Achacachi,1
2020-08-03,20602,Guanay,2
2020-08-03,20801,Viacha,9
2020-08-03,21201,Pucarani,1
2020-08-03,21203,Batallas,1
2020-08-03,21702,San Pedro de Tiquina,1
2020-08-03,22001,Caranavi,3
2020-08-04,20101,Nuestra Señora de La Paz,260
2020-08-04,20104,Achocalla,6
2020-08-04,20105,El Alto,98
2020-08-04,20201,Achacachi,1
2020-08-04,20305,Charaña,9
2020-08-04,20402,Mocomoco,1
2020-08-04,20602,Guanay,1
2020-08-04,20801,Viacha,4
2020-08-04,20803,Tiahuanacu,2
2020-08-04,21102,Irupana,4
2020-08-04,21104,Palos Blancos,1
2020-08-04,21201,Pucarani,2
2020-08-04,21202,Laja,14
2020-08-04,21203,Batallas,7
2020-08-04,21304,Calamarca,1
2020-08-04,21306,Colquencha,1
2020-08-04,21401,Coroico,1
2020-08-04,21402,Coripata,1
2020-08-05,20101,Nuestra Señora de La Paz,711
2020-08-05,20103,Mecapaca,1
2020-08-05,20104,Achocalla,2
2020-08-05,20105,El Alto,177
2020-08-05,20801,Viacha,14
2020-08-05,20903,Yaco,1
2020-08-05,21104,Palos Blancos,1
2020-08-05,21202,Laja,2
2020-08-06,20101,Nuestra Señora de La Paz,342
2020-08-06,20105,El Alto,189
2020-08-06,20801,Viacha,16
2020-08-06,21202,Laja,1
2020-08-06,21203,Batallas,2
2020-08-06,22001,Caranavi,1
2020-08-07,20101,Nuestra Señora de La Paz,564
2020-08-07,20104,Achocalla,1
2020-08-07,20105,El Alto,308
2020-08-07,20201,Achacachi,1
2020-08-07,20301,Corocoro,1
2020-08-07,20303,Calacoto,1
2020-08-07,20305,Charaña,2
2020-08-07,20801,Viacha,16
2020-08-07,20803,Tiahuanacu,1
2020-08-07,20902,Sapahaqui,1
2020-08-07,20903,Yaco,1
2020-08-07,21203,Batallas,3
2020-08-07,21304,Calamarca,2
2020-08-07,21305,Patacamaya,1
2020-08-07,21701,Copacabana,1
2020-08-07,21901,Santiago de Machaca,2
2020-08-08,20101,Nuestra Señora de La Paz,425
2020-08-08,20103,Mecapaca,1
2020-08-08,20104,Achocalla,2
2020-08-08,20105,El Alto,169
2020-08-08,20201,Achacachi,4
2020-08-08,20301,Corocoro,1
2020-08-08,20801,Viacha,4
2020-08-08,21002,Quime,3
2020-08-08,21101,Chulumani,1
2020-08-08,21102,Irupana,6
2020-08-08,21202,Laja,4
2020-08-08,21203,Batallas,1
2020-08-08,21402,Coripata,2
2020-08-09,20101,Nuestra Señora de La Paz,308
2020-08-09,20105,El Alto,168
2020-08-09,20301,Corocoro,3
2020-08-09,20801,Viacha,10
2020-08-09,21001,Inquisivi,6
2020-08-09,21305,Patacamaya,1
2020-08-09,21306,Colquencha,2
2020-08-09,21702,San Pedro de Tiquina,3
2020-08-10,20101,Nuestra Señora de La Paz,413
2020-08-10,20105,El Alto,260
2020-08-10,20201,Achacachi,1
2020-08-10,20301,Corocoro,3
2020-08-10,20601,Sorata,2
2020-08-10,20701,Apolo,1
2020-08-10,20801,Viacha,30
2020-08-10,21202,Laja,1
2020-08-10,21203,Batallas,4
2020-08-10,21701,Copacabana,1
2020-08-11,20101,Nuestra Señora de La Paz,370
2020-08-11,20104,Achocalla,2
2020-08-11,20105,El Alto,185
2020-08-11,20801,Viacha,25
2020-08-11,21004,Colquiri,1
2020-08-11,21203,Batallas,1
2020-08-11,21702,San Pedro de Tiquina,1
2020-08-12,20101,Nuestra Señora de La Paz,605
2020-08-12,20105,El Alto,181
2020-08-12,20801,Viacha,12
2020-08-12,20803,Tiahuanacu,2
2020-08-12,21104,Palos Blancos,4
2020-08-12,21202,Laja,5
2020-08-12,21301,Sicasica,3
2020-08-12,21702,San Pedro de Tiquina,1
2020-08-13,20101,Nuestra Señora de La Paz,285
2020-08-13,20105,El Alto,130
2020-08-13,20801,Viacha,9
2020-08-14,20101,Nuestra Señora de La Paz,242
2020-08-14,20105,El Alto,176
2020-08-14,20601,Sorata,2
2020-08-14,20801,Viacha,33
2020-08-14,21002,Quime,1
2020-08-14,21201,Pucarani,1
2020-08-15,20101,Nuestra Señora de La Paz,397
2020-08-15,20104,Achocalla,1
2020-08-15,20105,El Alto,108
2020-08-15,20304,Comanche,2
2020-08-15,20601,Sorata,1
2020-08-15,20801,Viacha,6
2020-08-15,20802,Puerto Mayor de Guaqui,1
2020-08-15,21004,Colquiri,1
2020-08-15,21201,Pucarani,1
2020-08-15,21203,Batallas,1
2020-08-16,20101,Nuestra Señora de La Paz,540
2020-08-16,20105,El Alto,103
2020-08-16,20801,Viacha,6
2020-08-16,20803,Tiahuanacu,4
2020-08-16,21002,Quime,1
2020-08-17,20101,Nuestra Señora de La Paz,160
2020-08-17,20105,El Alto,86
2020-08-17,20801,Viacha,9
2020-08-17,21002,Quime,4
2020-08-17,21102,Irupana,3
2020-08-17,21105,La Asunta,6
2020-08-17,21202,Laja,2
2020-08-17,21203,Batallas,5
2020-08-17,21601,Charazani,1
2020-08-18,20101,Nuestra Señora de La Paz,157
2020-08-18,20104,Achocalla,5
2020-08-18,20105,El Alto,72
2020-08-18,20801,Viacha,5
2020-08-18,20806,Jesús de Machaka,3
2020-08-18,21101,Chulumani,1
2020-08-18,21305,Patacamaya,1
2020-08-19,20101,Nuestra Señora de La Paz,526
2020-08-19,20104,Achocalla,1
2020-08-19,20105,El Alto,266
2020-08-19,20601,Sorata,2
2020-08-19,20801,Viacha,8
2020-08-19,21203,Batallas,2
2020-08-20,20101,Nuestra Señora de La Paz,119
2020-08-20,20105,El Alto,83
2020-08-20,20602,Guanay,1
2020-08-20,20801,Viacha,2
2020-08-20,21901,Santiago de Machaca,1
2020-08-21,20101,Nuestra Señora de La Paz,253
2020-08-21,20103,Mecapaca,1
2020-08-21,20105,El Alto,159
2020-08-21,20305,Charaña,1
2020-08-21,20601,Sorata,1
2020-08-21,20602,Guanay,7
2020-08-21,20801,Viacha,8
